SchoolName;LastInspection;Permittee;InspectionDate;Level;Code;ViolationDescription;LATITUDE;LONGITUDE;COMMUNITYBOARD;COUNCILDISTRICT
YESHIVA DARCHEI TORAH;11/14/2022;CONGREGATION YESHIVA DARCHEI TORAH;08/15/2022;C;06C;Food, supplies, and equipment not protected from potential source of contamination during storage, preparation, transportation, display or service.;4,05967E+12;-7,37511E+13;414;31
YESHIVA DARCHEI TORAH;11/14/2022;CONGREGATION YESHIVA DARCHEI TORAH;08/15/2022;CP;05D;No hand washing facility in or adjacent to toilet room or within 25 feet of a food preparation, food service or ware washing area.  Hand washing facility not accessible, obstructed or used for non-hand washing purposes. No hot and cold running water or water at inadequate pressure. No soap or acceptable hand-drying device.;4,05967E+12;-7,37511E+13;414;31
YESHIVA DARCHEI TORAH;11/14/2022;CONGREGATION YESHIVA DARCHEI TORAH;03/07/2022;G;10F;Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;4,05967E+12;-7,37511E+13;414;31
YESHIVA DARCHEI TORAH;11/14/2022;CONGREGATION YESHIVA DARCHEI TORAH;05/20/2021;G;10F;Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;4,05967E+12;-7,37511E+13;414;31
YESHIVA DARCHEI TORAH;11/14/2022;CONGREGATION YESHIVA DARCHEI TORAH;11/14/2022;G;10F;Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;4,05967E+12;-7,37511E+13;414;31
YESHIVA DARCHEI TORAH;11/14/2022;CONGREGATION YESHIVA DARCHEI TORAH;08/15/2022;G;10F;Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;4,05967E+12;-7,37511E+13;414;31
YESHIVA DARCHEI TORAH;11/14/2022;CONGREGATION YESHIVA DARCHEI TORAH;08/05/2022;G;10F;Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;4,05967E+12;-7,37511E+13;414;31
YESHIVA DARCHEI TORAH;11/14/2022;CONGREGATION YESHIVA DARCHEI TORAH;05/20/2021;G;10B;"Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.";4,05967E+12;-7,37511E+13;414;31
YESHIVA DARCHEI TORAH;11/14/2022;CONGREGATION YESHIVA DARCHEI TORAH;05/20/2021;G;10H;Proper sanitization not provided for utensil ware washing operation.;4,05967E+12;-7,37511E+13;414;31
YESHIVA DARCHEI TORAH;11/14/2022;CONGREGATION YESHIVA DARCHEI TORAH;08/05/2022;CH;04H;Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.;4,05967E+12;-7,37511E+13;414;31
YESHIVA DARCHEI TORAH;11/14/2022;CONGREGATION YESHIVA DARCHEI TORAH;11/14/2022;G;10H;Single service article not provided.  Single service article reused or not protected from contamination when transported, stored, dispensed.  Drinking straws not completely enclosed in wrapper or dispensed from a sanitary device.;4,05967E+12;-7,37511E+13;414;31
YESHIVA DARCHEI TORAH;11/14/2022;CONGREGATION YESHIVA DARCHEI TORAH;08/05/2022;G;09A;Swollen, leaking, rusted or otherwise damaged canned food to be returned to distributor not segregated from intact product and clearly labeled DO NOT USE;4,05967E+12;-7,37511E+13;414;31
YESHIVA DARCHEI TORAH;11/14/2022;CONGREGATION YESHIVA DARCHEI TORAH;11/14/2022;G;09E;Wash hands sign not posted near or above hand washing sink.;4,05967E+12;-7,37511E+13;414;31
P.S. 194 RAOUL WALLENBERG;12/22/2022;NEW YORK CITY DEPARTMENT OF EDUCATION;01/22/2021;G;10F;Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;4,05967E+12;-7,39335E+13;315;46
P.S. 194 RAOUL WALLENBERG;12/22/2022;NEW YORK CITY DEPARTMENT OF EDUCATION;02/02/2022;G;10F;Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;4,05967E+12;-7,39335E+13;315;46
BNOS BAIS YAAKOV OF FAR ROCKAWAY;01/17/2023;BNOS BAIS YAAKOV OF FAR ROCKAWAY;05/12/2022;C;02G;Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.;4,06014E+12;-7,37453E+13;414;31
BNOS BAIS YAAKOV OF FAR ROCKAWAY;01/17/2023;BNOS BAIS YAAKOV OF FAR ROCKAWAY;01/17/2023;AV;18-01;Current valid permit, registration or other authorization to operate a Food Service Establishment (FSE) or Non-retail Food Processing Establishment (NRFP) not available.;4,06014E+12;-7,37453E+13;414;31
BNOS BAIS YAAKOV OF FAR ROCKAWAY;01/17/2023;BNOS BAIS YAAKOV OF FAR ROCKAWAY;05/12/2022;AV;18A;Current valid permit, registration or other authorization to operate establishment not available.;4,06014E+12;-7,37453E+13;414;31
BNOS BAIS YAAKOV OF FAR ROCKAWAY;01/17/2023;BNOS BAIS YAAKOV OF FAR ROCKAWAY;05/12/2022;C;06C;Food not protected from potential source of contamination during storage, preparation, transportation, display or service.;4,06014E+12;-7,37453E+13;414;31
BNOS BAIS YAAKOV OF FAR ROCKAWAY;01/17/2023;BNOS BAIS YAAKOV OF FAR ROCKAWAY;01/17/2023;C;04A;Food Protection Certificate (FPC) not held by manager or supervisor of food operations.;4,06014E+12;-7,37453E+13;414;31
BNOS BAIS YAAKOV OF FAR ROCKAWAY;01/17/2023;BNOS BAIS YAAKOV OF FAR ROCKAWAY;05/12/2022;C;04H;Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.;4,06014E+12;-7,37453E+13;414;31
BNOS BAIS YAAKOV OF FAR ROCKAWAY;01/17/2023;BNOS BAIS YAAKOV OF FAR ROCKAWAY;01/17/2023;G;10H;Single service article not provided.  Single service article reused or not protected from contamination when transported, stored, dispensed.  Drinking straws not completely enclosed in wrapper or dispensed from a sanitary device.;4,06014E+12;-7,37453E+13;414;31
BNOS BAIS YAAKOV OF FAR ROCKAWAY;01/17/2023;BNOS BAIS YAAKOV OF FAR ROCKAWAY;05/12/2022;G;10I;"Single service item reused, improperly stored, dispensed; not used when required.";4,06014E+12;-7,37453E+13;414;31
ST. PETER CATHOLIC ACADEMY;01/03/2023;ST. PETER CATHOLIC ACADEMY;01/03/2023;G;08A;Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.;4,06016E+12;-7,39905E+13;311;47
ST. PETER CATHOLIC ACADEMY;01/03/2023;ST. PETER CATHOLIC ACADEMY;01/03/2023;C;04L;Evidence of mice or live mice in establishment's food or non-food areas.;4,06016E+12;-7,39905E+13;311;47
ST. PETER CATHOLIC ACADEMY;01/03/2023;ST. PETER CATHOLIC ACADEMY;05/10/2022;G;10J;Hand wash sign not posted;4,06016E+12;-7,39905E+13;311;47
ST. PETER CATHOLIC ACADEMY;01/03/2023;ST. PETER CATHOLIC ACADEMY;05/10/2022;G;10F;Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;4,06016E+12;-7,39905E+13;311;47
P.S. 253, P.S. Q256;03/06/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;03/06/2023;G;10B;"Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.";4,06075E+12;-7,37491E+13;414;31
P.S. 253, P.S. Q256;03/06/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;03/06/2023;G;08A;Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.;4,06075E+12;-7,37491E+13;414;31
P.S. 253, P.S. Q256;03/06/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;03/06/2023;C;04L;Evidence of mice or live mice in establishment's food or non-food areas.;4,06075E+12;-7,37491E+13;414;31
P.S. 253, P.S. Q256;03/06/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;03/06/2023;G;10F;Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;4,06075E+12;-7,37491E+13;414;31
SINAI ACADEMY YESHIVA H.S;02/14/2023;SINAI ACADEMIC CENTER;02/14/2023;G;08A;Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.;4,06081E+12;-7,39934E+13;311;47
SINAI ACADEMY YESHIVA H.S;02/14/2023;SINAI ACADEMIC CENTER;02/14/2023;C;04L;Evidence of mice or live mice in establishment's food or non-food areas.;4,06081E+12;-7,39934E+13;311;47
SINAI ACADEMY YESHIVA H.S;02/14/2023;SINAI ACADEMIC CENTER;03/08/2022;C;04A;Food Protection Certificate not held by supervisor of food operations.;4,06081E+12;-7,39934E+13;311;47
SINAI ACADEMY YESHIVA H.S;02/14/2023;SINAI ACADEMIC CENTER;03/08/2022;G;10F;Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;4,06081E+12;-7,39934E+13;311;47
SINAI ACADEMY YESHIVA H.S;02/14/2023;SINAI ACADEMIC CENTER;03/08/2022;G;10A;Toilet facility not maintained and provided with toilet paper, waste receptacle and self-closing door.;4,06081E+12;-7,39934E+13;311;47
HEBREW LANGUAGE ACADEMY CHARTER SCHOOL;01/18/2023;HEBREW LANGUAGE ACADEMY CHARTER SCHOOL;01/18/2023;G;10E;Accurate thermometer not provided or properly located in refrigerated, cold storage or hot holding equipment;4,06139E+12;-7,39121E+13;318;46
P.S. 204 VINCE LOMBARDI;07/28/2022;NEW YORK CITY DEPARTMENT OF EDUCATION;08/09/2021;G;08A;Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.;4,06142E+12;-7,40066E+13;311;43
P.S. 204 VINCE LOMBARDI;07/28/2022;NEW YORK CITY DEPARTMENT OF EDUCATION;08/09/2021;C;04N;Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.;4,06142E+12;-7,40066E+13;311;43
P.S. 204 VINCE LOMBARDI;07/28/2022;NEW YORK CITY DEPARTMENT OF EDUCATION;08/09/2021;G;10F;Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;4,06142E+12;-7,40066E+13;311;43
P.S./I.S. 104 THE FORT HAMILTON SCHOOL;01/10/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;01/10/2023;G;08A;Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.;4,06199E+12;-7,40281E+13;310;43
P.S./I.S. 104 THE FORT HAMILTON SCHOOL;01/10/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;01/10/2023;C;04L;Evidence of mice or live mice in establishment's food or non-food areas.;4,06199E+12;-7,40281E+13;310;43
BAIS SARAH SCHOOL;01/18/2023;CONG. MACHNE CHAIM INC.;01/18/2023;G;10E;Accurate thermometer not provided or properly located in refrigerated, cold storage or hot holding equipment;4,06242E+12;-7,39926E+13;311;44
BAIS SARAH SCHOOL;01/18/2023;CONG. MACHNE CHAIM INC.;01/18/2023;G;10G;Dishwashing and ware washing:  Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.;4,06242E+12;-7,39926E+13;311;44
BAIS SARAH SCHOOL;01/18/2023;CONG. MACHNE CHAIM INC.;01/18/2023;G;08A;Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.;4,06242E+12;-7,39926E+13;311;44
BAIS SARAH SCHOOL;01/18/2023;CONG. MACHNE CHAIM INC.;01/18/2023;C;04L;Evidence of mice or live mice in establishment's food or non-food areas.;4,06242E+12;-7,39926E+13;311;44
BAIS SARAH SCHOOL;01/18/2023;CONG. MACHNE CHAIM INC.;04/11/2022;G;08A;Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.;4,06242E+12;-7,39926E+13;311;44
BAIS SARAH SCHOOL;01/18/2023;CONG. MACHNE CHAIM INC.;04/11/2022;C;04N;Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.;4,06242E+12;-7,39926E+13;311;44
BAIS SARAH SCHOOL;01/18/2023;CONG. MACHNE CHAIM INC.;01/18/2023;C;06D;Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.;4,06242E+12;-7,39926E+13;311;44
BAIS SARAH SCHOOL;01/18/2023;CONG. MACHNE CHAIM INC.;05/26/2021;C;06D;Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.;4,06242E+12;-7,39926E+13;311;44
BAIS SARAH SCHOOL;01/18/2023;CONG. MACHNE CHAIM INC.;01/18/2023;C;04A;Food Protection Certificate (FPC) not held by manager or supervisor of food operations.;4,06242E+12;-7,39926E+13;311;44
BAIS SARAH SCHOOL;01/18/2023;CONG. MACHNE CHAIM INC.;04/11/2022;C;04A;Food Protection Certificate not held by supervisor of food operations.;4,06242E+12;-7,39926E+13;311;44
BAIS SARAH SCHOOL;01/18/2023;CONG. MACHNE CHAIM INC.;05/02/2022;C;04A;Food Protection Certificate not held by supervisor of food operations.;4,06242E+12;-7,39926E+13;311;44
BAIS SARAH SCHOOL;01/18/2023;CONG. MACHNE CHAIM INC.;01/18/2023;C;06C;Food, supplies, and equipment not protected from potential source of contamination during storage, preparation, transportation, display or service.;4,06242E+12;-7,39926E+13;311;44
BAIS SARAH SCHOOL;01/18/2023;CONG. MACHNE CHAIM INC.;04/11/2022;C;05D;Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.;4,06242E+12;-7,39926E+13;311;44
BAIS SARAH SCHOOL;01/18/2023;CONG. MACHNE CHAIM INC.;05/26/2021;G;10F;Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;4,06242E+12;-7,39926E+13;311;44
BAIS SARAH SCHOOL;01/18/2023;CONG. MACHNE CHAIM INC.;04/11/2022;G;10F;Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;4,06242E+12;-7,39926E+13;311;44
BAIS SARAH SCHOOL;01/18/2023;CONG. MACHNE CHAIM INC.;01/18/2023;G;10F;Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;4,06242E+12;-7,39926E+13;311;44
BAIS SARAH SCHOOL;01/18/2023;CONG. MACHNE CHAIM INC.;04/11/2022;G;10B;"Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.";4,06242E+12;-7,39926E+13;311;44
BAIS SARAH SCHOOL;01/18/2023;CONG. MACHNE CHAIM INC.;01/18/2023;C;04J;Properly scaled and calibrated thermometer or thermocouple not provided or not readily accessible in food preparation and hot/cold holding areas to measure temperatures of TCS foods during cooking, cooling, reheating, and holding.;4,06242E+12;-7,39926E+13;311;44
